filename,gt_shape,gt_dtype,gt_min,gt_max,gt_mean,gt_std,gt_error,lr_shape,lr_dtype,lr_min,lr_max,lr_mean,lr_std,lr_error
000571.npy,"(256, 256)",float32,0.0,1.0,0.4272328633451039,0.2123246377068384,,"(128, 128)",float32,-0.00962809007614851,1.355733036994934,0.4269419033523647,0.22405709560336518,
000572.npy,"(256, 256)",float32,0.0,1.0,0.27739576482372263,0.17930152671453564,,"(128, 128)",float32,-0.029658528044819832,1.0606689453125,0.27786178549783624,0.18850743383777602,
000573.npy,"(256, 256)",float32,0.0,1.0,0.9315113876504313,0.06022499131970887,,"(128, 128)",float32,-0.015321047976613045,1.6755661964416504,0.9314096003373606,0.16727356302456686,
000574.npy,"(256, 256)",float32,0.0,1.0,0.9314958283431451,0.03287924202267093,,"(128, 128)",float32,0.18962790071964264,1.8562557697296143,0.9316162875320515,0.17744205077629083,
000575.npy,"(256, 256)",float32,0.0,1.0,0.9307233694886463,0.033552369509802824,,"(128, 128)",float32,0.029475942254066467,1.7133560180664062,0.9316449791576815,0.16961881833684428,
000576.npy,"(256, 256)",float32,0.0,1.0,0.48902226014267214,0.27802991754546336,,"(128, 128)",float32,-0.009137129411101341,1.6891039609909058,0.48869434668213785,0.29263829185837914,
000577.npy,"(256, 256)",float32,0.0,1.0,0.6630238288296706,0.24218171746850428,,"(128, 128)",float32,0.003393432591110468,1.5306334495544434,0.6630558209490403,0.26197541239878347,
000578.npy,"(256, 256)",float32,0.0,1.0,0.6595975509667724,0.25785435829619774,,"(128, 128)",float32,-0.0006778266397304833,1.7014899253845215,0.6599059876139286,0.28805919726722956,
000579.npy,"(256, 256)",float32,0.0,1.0,0.6451882267353408,0.235737359887517,,"(128, 128)",float32,-0.012726047076284885,1.937700629234314,0.6449674402951366,0.27079788901321855,
000580.npy,"(256, 256)",float32,0.0,1.0,0.6034808464799539,0.2041193817734151,,"(128, 128)",float32,-0.008825830183923244,1.4834438562393188,0.603403883439853,0.2326964564402288,
000581.npy,"(256, 256)",float32,0.0,1.0,0.3783674749929178,0.2319435589523201,,"(128, 128)",float32,-0.005154547747224569,1.2499920129776,0.3782885284501134,0.23953062630253774,
000582.npy,"(256, 256)",float32,0.0,1.0,0.4048439868130558,0.24237194620883712,,"(128, 128)",float32,-0.009053502231836319,1.2778974771499634,0.404715634575739,0.25072315954009716,
000583.npy,"(256, 256)",float32,0.0,1.0,0.4387276851199453,0.23517741595867805,,"(128, 128)",float32,-0.002225881442427635,1.2323310375213623,0.4388299350175231,0.2451341109160734,
000584.npy,"(256, 256)",float32,0.0,1.0,0.36854043882266296,0.14711517029032747,,"(128, 128)",float32,0.08926331251859665,1.3451998233795166,0.36726779907030505,0.1599778142615404,
000585.npy,"(256, 256)",float32,0.0,1.0,0.3923405230848971,0.13201556052956132,,"(128, 128)",float32,0.025836914777755737,1.3353004455566406,0.39142086867741455,0.15057924164959435,
000586.npy,"(256, 256)",float32,0.0,1.0,0.3789284767037202,0.1243777998725866,,"(128, 128)",float32,0.002818650333210826,1.1314561367034912,0.3785712085790891,0.14167284913479475,
000587.npy,"(256, 256)",float32,0.0,1.0,0.38258959320569375,0.12379438610804534,,"(128, 128)",float32,0.04130250960588455,1.111767053604126,0.38235598923415637,0.1397741210140762,
000588.npy,"(256, 256)",float32,0.0,1.0,0.2642844200415855,0.28324119226738,,"(128, 128)",float32,-0.00228452542796731,1.3347663879394531,0.26549370722925025,0.2904252040443973,
000589.npy,"(256, 256)",float32,0.0,1.0,0.5501564585152323,0.1709635455183625,,"(128, 128)",float32,0.04519736394286156,1.6294844150543213,0.5503342259514739,0.20771051459205078,
000590.npy,"(256, 256)",float32,0.0,1.0,0.5111582572770388,0.17074756086050905,,"(128, 128)",float32,-0.016986172646284103,1.4208874702453613,0.510716475424033,0.19234465512159027,
000591.npy,"(256, 256)",float32,0.0,1.0,0.5263376259892851,0.1632295538134976,,"(128, 128)",float32,0.03995489329099655,1.243181586265564,0.5261703884973485,0.18171987223945466,
000592.npy,"(256, 256)",float32,0.0,1.0,0.6150515988231788,0.2432749858317612,,"(128, 128)",float32,-0.0006148206302896142,1.6062730550765991,0.6147570549449242,0.2701843996260825,
000593.npy,"(256, 256)",float32,0.0,1.0,0.5356926227906378,0.16243825895508326,,"(128, 128)",float32,-0.00615173252299428,1.432295799255371,0.5343598494337982,0.18675779965323056,
000594.npy,"(256, 256)",float32,0.0,1.0,0.5128987240594469,0.15813379247371706,,"(128, 128)",float32,0.001184367574751377,1.3464851379394531,0.5130900860067413,0.18019195888424713,
000595.npy,"(256, 256)",float32,0.0,1.0,0.5479516647273774,0.15505458074615713,,"(128, 128)",float32,-0.036057163029909134,1.2963351011276245,0.5471804079438698,0.17656798991625783,
000596.npy,"(256, 256)",float32,0.0,1.0,0.7687809105654386,0.19610713300699673,,"(128, 128)",float32,-0.016126291826367378,1.627084732055664,0.7674784392080483,0.24532105652829952,
000597.npy,"(256, 256)",float32,0.0,1.0,0.507451507296004,0.1005126128231493,,"(128, 128)",float32,-0.0036971739027649164,1.1318480968475342,0.5075932673774242,0.12733987177210482,
000598.npy,"(256, 256)",float32,0.0,1.0,0.33935834713165036,0.12623797596776404,,"(128, 128)",float32,0.003693470498546958,1.076393961906433,0.338919042933,0.13735491069405312,
000599.npy,"(256, 256)",float32,0.0,1.0,0.3391440024260248,0.12589413114596337,,"(128, 128)",float32,-0.0003150810080114752,1.0773271322250366,0.33846203302313604,0.14302913897102737,
000600.npy,"(256, 256)",float32,0.0,1.0,0.4068856412186376,0.3356513830632451,,"(128, 128)",float32,-0.00596017437055707,1.5747621059417725,0.40590718061797304,0.3482297174707521,
000601.npy,"(256, 256)",float32,0.0,1.0,0.20868891160011316,0.27156992804771896,,"(128, 128)",float32,-0.0013263298897072673,1.4107900857925415,0.20889964502350722,0.2778512631059611,
000602.npy,"(256, 256)",float32,0.0,1.0,0.2083366053636535,0.27151974273109186,,"(128, 128)",float32,-0.00785880908370018,1.2963565587997437,0.20824806525096218,0.27815425489745094,
000603.npy,"(256, 256)",float32,0.0,1.0,0.28240450172395515,0.29864856652256205,,"(128, 128)",float32,0.0010122174862772226,1.4388023614883423,0.28223771925122065,0.30444963977137846,
000604.npy,"(256, 256)",float32,0.0,1.0,0.5523037076368436,0.36603857076316615,,"(128, 128)",float32,-0.07303322851657867,1.5129133462905884,0.5539536471193279,0.38657407306874253,
000605.npy,"(256, 256)",float32,0.0,1.0,0.4355890716477646,0.2867442970627605,,"(128, 128)",float32,-0.043267622590065,1.3352024555206299,0.4359131653501578,0.29690525369179355,
000606.npy,"(256, 256)",float32,0.0,1.0,0.4428644757422034,0.2810090604702044,,"(128, 128)",float32,-0.0705687403678894,1.3718926906585693,0.4411315696614402,0.2922784566103579,
000607.npy,"(256, 256)",float32,0.0,1.0,0.44094606602992387,0.3047567431058609,,"(128, 128)",float32,-0.03071209229528904,1.2914307117462158,0.4412491780218184,0.31333304628870184,
000608.npy,"(256, 256)",float32,0.0,1.0,0.39371334148478,0.23286070293479352,,"(128, 128)",float32,0.002062325133010745,1.3488225936889648,0.39351771088261955,0.24444145568239217,
000609.npy,"(256, 256)",float32,0.0,1.0,0.31596352069804823,0.17072349623392313,,"(128, 128)",float32,-0.015365762636065483,1.1754757165908813,0.3165275242190546,0.18075364206688152,
000610.npy,"(256, 256)",float32,0.0,1.0,0.30845350036974395,0.16673701286439124,,"(128, 128)",float32,-0.01332509983330965,1.2489546537399292,0.30821068733431645,0.1785077111403215,
000611.npy,"(256, 256)",float32,0.0,1.0,0.24576952995703039,0.11449852401190524,,"(128, 128)",float32,0.001026465673930943,1.0724678039550781,0.24604687938211356,0.12135073987054538,
000612.npy,"(256, 256)",float32,0.0,1.0,0.2803656657335285,0.17428198903183315,,"(128, 128)",float32,-0.013237567618489265,1.327645182609558,0.27987377169977723,0.18237827486152833,
000613.npy,"(256, 256)",float32,0.0,1.0,0.16383266869068178,0.14545727112267118,,"(128, 128)",float32,-0.042589351534843445,1.2614704370498657,0.16409523723483188,0.14954979976761826,
000614.npy,"(256, 256)",float32,0.0,1.0,0.1642731721100562,0.1454953169444538,,"(128, 128)",float32,-0.03380049765110016,1.1765598058700562,0.16363096599922988,0.14806821031282524,
000615.npy,"(256, 256)",float32,0.0,1.0,0.16395657134903685,0.14509667604287804,,"(128, 128)",float32,-0.028682559728622437,1.3558489084243774,0.16367384362033022,0.14851688553040304,
000616.npy,"(256, 256)",float32,0.0,1.0,0.822113975975693,0.2059707679836311,,"(128, 128)",float32,0.005941146053373814,1.501327395439148,0.8217305097345502,0.24001854864767502,
000617.npy,"(256, 256)",float32,0.0,1.0,0.4584717800897775,0.16240415121161833,,"(128, 128)",float32,-0.020923689007759094,1.4060306549072266,0.45792395856023127,0.1852430986811378,
000618.npy,"(256, 256)",float32,0.0,1.0,0.4712836674160128,0.15387677434036084,,"(128, 128)",float32,-0.004758473951369524,1.1324272155761719,0.47136273073172674,0.16903346963429758,
000619.npy,"(256, 256)",float32,0.0,1.0,0.48007783854265895,0.1459164579496723,,"(128, 128)",float32,-0.0056404247879981995,1.312585473060608,0.4807068959811005,0.16845481156097517,
000620.npy,"(256, 256)",float32,0.0,1.0,0.598401471203962,0.1869025096359001,,"(128, 128)",float32,-0.009521187283098698,1.311398983001709,0.5982274831814216,0.20752216161677248,
000621.npy,"(256, 256)",float32,0.0,1.0,0.5610509208788699,0.11993281153941072,,"(128, 128)",float32,-0.0020830018911510706,1.3095285892486572,0.5617268148283614,0.1542063013193959,
000622.npy,"(256, 256)",float32,0.0,1.0,0.5606243014163965,0.12250678913813487,,"(128, 128)",float32,0.005464336834847927,1.2598066329956055,0.5611653561402932,0.14420480364152963,
000623.npy,"(256, 256)",float32,0.0,1.0,0.5314712297828379,0.11896308340983792,,"(128, 128)",float32,0.00931594893336296,1.2368038892745972,0.53069431586664,0.14350574926306534,
000624.npy,"(256, 256)",float32,0.0,1.0,0.11654507183060894,0.21755588864952127,,"(128, 128)",float32,-0.10917201638221741,1.3974870443344116,0.11639259126087072,0.2204754064280479,
000625.npy,"(256, 256)",float32,0.0,1.0,0.4992749142284836,0.28928681007976303,,"(128, 128)",float32,-0.213240846991539,1.5335807800292969,0.50020500427045,0.2725698657298287,
000626.npy,"(256, 256)",float32,0.0,1.0,0.49946926703930694,0.288578483983425,,"(128, 128)",float32,-0.2200772911310196,1.5356223583221436,0.4978537724393126,0.2666163711626148,
000627.npy,"(256, 256)",float32,0.0,1.0,0.4988991199152128,0.2895338060223249,,"(128, 128)",float32,-0.2291465699672699,1.5912387371063232,0.5015942953304897,0.27180739549799504,
000628.npy,"(256, 256)",float32,0.0,1.0,0.5079298897741218,0.24621216445494595,,"(128, 128)",float32,-0.006818872410804033,1.452712059020996,0.5086079626679441,0.2665637102518296,
000629.npy,"(256, 256)",float32,0.0,1.0,0.5407782200888676,0.16407186732994544,,"(128, 128)",float32,0.0507633201777935,1.436930537223816,0.5395974007294626,0.18141422960667897,
000630.npy,"(256, 256)",float32,0.0,1.0,0.49863799111396645,0.16446784411616325,,"(128, 128)",float32,0.014526600949466228,1.297831416130066,0.4987448049460568,0.18417018402418656,
000631.npy,"(256, 256)",float32,0.0,1.0,0.5261962778010911,0.1649543403867892,,"(128, 128)",float32,-0.0023758618626743555,1.300510287284851,0.5262723356986356,0.18362265119068902,
000632.npy,"(256, 256)",float32,0.0,1.0,0.5363976005182103,0.2143645115920742,,"(128, 128)",float32,-0.004047435708343983,1.5720878839492798,0.5370977178870078,0.2380891813595071,
000633.npy,"(256, 256)",float32,0.0,1.0,0.36137856430998205,0.14628977292799414,,"(128, 128)",float32,-0.0005968371988274157,1.253804326057434,0.36130400618712244,0.16517715156689833,
000634.npy,"(256, 256)",float32,0.0,1.0,0.38071513889364716,0.15131956743780675,,"(128, 128)",float32,-0.003636712208390236,1.164574384689331,0.3799662020093635,0.1618550563006712,
000635.npy,"(256, 256)",float32,0.0,1.0,0.3807122341482181,0.1511158589909137,,"(128, 128)",float32,-0.0053338767029345036,1.1987367868423462,0.3796936840258418,0.16531674123530585,
000636.npy,"(256, 256)",float32,0.0,1.0,0.13670967069096207,0.10931400024188527,,"(128, 128)",float32,-0.015176246874034405,1.2105799913406372,0.1370747931791243,0.11232121547637546,
000637.npy,"(256, 256)",float32,0.0,1.0,0.3700865037455827,0.12435245287155751,,"(128, 128)",float32,0.011560848914086819,1.1596964597702026,0.37022928760831064,0.13599301992376245,
000638.npy,"(256, 256)",float32,0.0,1.0,0.36286506616032277,0.12325870317386306,,"(128, 128)",float32,0.004506542347371578,1.1283423900604248,0.36289322871127183,0.13578586636094236,
000639.npy,"(256, 256)",float32,0.0,1.0,0.3606339158457992,0.1271242989688382,,"(128, 128)",float32,0.006136843468993902,1.2084486484527588,0.3597312383360247,0.14268668010766422,
000640.npy,"(256, 256)",float32,0.0,1.0,0.4775101621023765,0.21390629424143612,,"(128, 128)",float32,-0.012464539147913456,1.7919116020202637,0.47731771362043673,0.23630716944627012,
000641.npy,"(256, 256)",float32,0.0,1.0,0.5600380845851305,0.10129294153133722,,"(128, 128)",float32,0.1105700135231018,1.3235992193222046,0.5595051700920521,0.13252900847031987,
000642.npy,"(256, 256)",float32,0.0,1.0,0.556653121934005,0.10702131408966283,,"(128, 128)",float32,0.09250356256961823,1.206007957458496,0.5563350196312058,0.13034215717645442,
000643.npy,"(256, 256)",float32,0.0,1.0,0.9588308818763949,0.04481996259122371,,"(128, 128)",float32,-0.0065023330971598625,1.6273143291473389,0.9591020184255399,0.14339830181275098,
000644.npy,"(256, 256)",float32,0.0,1.0,0.5782652514479025,0.13441521126662162,,"(128, 128)",float32,-0.00474084448069334,1.2805205583572388,0.578151729627109,0.16230453676211123,
000645.npy,"(256, 256)",float32,0.0,1.0,0.5647427672344918,0.14503626292869676,,"(128, 128)",float32,0.02461559697985649,1.4844974279403687,0.5637736566849298,0.17563390538757306,
000646.npy,"(256, 256)",float32,0.0,1.0,0.5692259092325891,0.15221970903549228,,"(128, 128)",float32,0.0016120612854138017,1.2606182098388672,0.5694205807400081,0.17401899367097115,
000647.npy,"(256, 256)",float32,0.0,1.0,0.5927081008255879,0.13588644660243437,,"(128, 128)",float32,0.021211212500929832,1.512035846710205,0.5918117306449631,0.17634794327019426,
000648.npy,"(256, 256)",float32,0.0,1.0,0.5507784359950874,0.20022448304947027,,"(128, 128)",float32,0.0013279893901199102,1.3620216846466064,0.5509343147660815,0.21766254511364883,
000649.npy,"(256, 256)",float32,0.0,1.0,0.2493160240920752,0.19472342542859872,,"(128, 128)",float32,-0.024524150416254997,1.324572205543518,0.24942169708896547,0.20244305565565937,
000650.npy,"(256, 256)",float32,0.0,1.0,0.26621608564172655,0.1989034325567361,,"(128, 128)",float32,-0.030054016038775444,1.2134735584259033,0.2664613696031626,0.20530398322694873,
000651.npy,"(256, 256)",float32,0.0,1.0,0.24906699564148913,0.1945297002267163,,"(128, 128)",float32,-0.016909852623939514,1.390512466430664,0.24974755370183277,0.20228259797462164,
000652.npy,"(256, 256)",float32,0.0,1.0,0.2484978010832002,0.11006204744623646,,"(128, 128)",float32,0.0016920717898756266,1.2769771814346313,0.24829283272855207,0.11660883102983424,
000653.npy,"(256, 256)",float32,0.0,1.0,0.20007486847829803,0.12920468722003792,,"(128, 128)",float32,-0.0005062899435870349,1.2403628826141357,0.20009860794568723,0.13296863466187991,
000654.npy,"(256, 256)",float32,0.0,1.0,0.195293191920328,0.1289247573555304,,"(128, 128)",float32,-0.007869456894695759,1.3513888120651245,0.1947808128346722,0.1336254540550347,
000655.npy,"(256, 256)",float32,0.0,1.0,0.19367512902512551,0.126867264850582,,"(128, 128)",float32,-0.007267759181559086,1.333127737045288,0.1939247654292009,0.13194365827727947,
000656.npy,"(256, 256)",float32,0.0,1.0,0.48305340319672574,0.24044548895996573,,"(128, 128)",float32,-0.01883697882294655,1.5453823804855347,0.4829143525179518,0.26298386115173344,
000657.npy,"(256, 256)",float32,0.0,1.0,0.7184616723718023,0.21716873487290167,,"(128, 128)",float32,0.011754616163671017,1.7391653060913086,0.7179595857177787,0.24907109620442844,
000658.npy,"(256, 256)",float32,0.0,1.0,0.7205300830431725,0.2167604905528885,,"(128, 128)",float32,0.039047662168741226,1.6929640769958496,0.7212323290557379,0.24740806981553362,
000659.npy,"(256, 256)",float32,0.0,1.0,0.657824834024666,0.21786767470295265,,"(128, 128)",float32,0.04727809131145477,1.5162177085876465,0.6589476969418229,0.2457510772077026,
000660.npy,"(256, 256)",float32,0.0,1.0,0.32632587017260484,0.20107744685715584,,"(128, 128)",float32,0.0002538622939027846,1.3881380558013916,0.3256377908740582,0.21126499659821057,
000661.npy,"(256, 256)",float32,0.0,1.0,0.6280669385484217,0.2691533235821856,,"(128, 128)",float32,0.011626703664660454,1.3303155899047852,0.6282764875019211,0.28765578189711666,
000662.npy,"(256, 256)",float32,0.0,1.0,0.6095511161127973,0.2724774109517892,,"(128, 128)",float32,-0.010514574125409126,1.5725116729736328,0.6089611915742807,0.29422835788980606,
000663.npy,"(256, 256)",float32,0.0,1.0,0.6355162341389899,0.25465634908192575,,"(128, 128)",float32,0.002826450392603874,1.6769864559173584,0.6339933699193807,0.286102085651487,
000664.npy,"(256, 256)",float32,0.0,1.0,0.49635507469898843,0.2822711154652144,,"(128, 128)",float32,-0.12682868540287018,1.5595366954803467,0.4969021680766723,0.2903511431045598,
000665.npy,"(256, 256)",float32,0.0,1.0,0.18387929361043565,0.07331092844073862,,"(128, 128)",float32,0.006328337825834751,1.1519187688827515,0.18405569238734643,0.07921462487938193,
000666.npy,"(256, 256)",float32,0.0,1.0,0.02476957663489819,0.034163425204987816,,"(128, 128)",float32,-0.09840013086795807,0.9436505436897278,0.024789560888869744,0.03334811615393468,
000667.npy,"(256, 256)",float32,0.0,1.0,0.025434010956275566,0.041549120716172,,"(128, 128)",float32,-0.07978273928165436,1.1166377067565918,0.02567686459563956,0.04388351899975893,
000668.npy,"(256, 256)",float32,0.0,1.0,0.5302522804671006,0.18957806265886396,,"(128, 128)",float32,-0.0002776661713141948,1.4242007732391357,0.5300855764945553,0.21481255950269054,
000669.npy,"(256, 256)",float32,0.0,1.0,0.6165672231394597,0.19011521367353404,,"(128, 128)",float32,0.002849818905815482,1.4494704008102417,0.616054293126453,0.2103793153708842,
000670.npy,"(256, 256)",float32,0.0,1.0,0.5717005506598314,0.22625588410605818,,"(128, 128)",float32,-0.0069355727173388,1.37752103805542,0.5718522212679567,0.24461446443266227,
000671.npy,"(256, 256)",float32,0.0,1.0,0.610576145038392,0.18743873996602367,,"(128, 128)",float32,0.002839983906596899,1.3968058824539185,0.6094225186499784,0.21454519745078193,
000672.npy,"(256, 256)",float32,0.0,1.0,0.4061248805653889,0.26554960110893033,,"(128, 128)",float32,-0.054815180599689484,1.3704534769058228,0.4058556532528745,0.2759475837099087,
000673.npy,"(256, 256)",float32,0.0,1.0,0.5031212064060355,0.21427516092426369,,"(128, 128)",float32,-0.00225932733155787,1.4298226833343506,0.503271210289796,0.2299169789205959,
000674.npy,"(256, 256)",float32,0.0,1.0,0.5038032358518407,0.2101314337248637,,"(128, 128)",float32,0.005892215762287378,1.506278157234192,0.5041978447675604,0.23167238901136794,
000675.npy,"(256, 256)",float32,0.0,1.0,0.5099650950202852,0.21372304038610407,,"(128, 128)",float32,-0.010304512456059456,1.3981510400772095,0.5101504427604979,0.2289215039871845,
000676.npy,"(256, 256)",float32,0.0,1.0,0.26005363253974945,0.2584624513749246,,"(128, 128)",float32,-0.08796761184930801,1.4621683359146118,0.2610618299730205,0.26479594817055385,
000677.npy,"(256, 256)",float32,0.0,1.0,0.45993332934396736,0.2382410377357236,,"(128, 128)",float32,-0.1335073709487915,1.7623097896575928,0.4612890832214007,0.2591226439125958,
000678.npy,"(256, 256)",float32,0.0,1.0,0.45990011902708794,0.23825606566011245,,"(128, 128)",float32,-0.08003143221139908,1.630906343460083,0.4600999847494099,0.25216537104502557,
000679.npy,"(256, 256)",float32,0.0,1.0,0.4596966493282332,0.23604705690143796,,"(128, 128)",float32,-0.0850246325135231,1.635837197303772,0.45997502479786156,0.2540394352898848,
000680.npy,"(256, 256)",float32,0.0,1.0,0.3749874195448768,0.28067912032761994,,"(128, 128)",float32,-0.005873244721442461,1.5588891506195068,0.37457709221937385,0.2937829426890313,
000681.npy,"(256, 256)",float32,0.0,1.0,0.3322878704896226,0.2774636940289979,,"(128, 128)",float32,-0.006531505845487118,1.3859385251998901,0.3324830516870847,0.28463170961817175,
000682.npy,"(256, 256)",float32,0.0,1.0,0.3233241532000166,0.27527987368254175,,"(128, 128)",float32,-0.013985062018036842,1.5313689708709717,0.323288343817536,0.2858874258040307,
000683.npy,"(256, 256)",float32,0.0,1.0,0.3287594856094671,0.27362702032585423,,"(128, 128)",float32,-0.018487930297851562,1.416731595993042,0.3289594685669295,0.28245060361323016,
000684.npy,"(256, 256)",float32,0.0,1.0,0.38570757940099165,0.23309847355163177,,"(128, 128)",float32,-0.022836962714791298,1.532440423965454,0.3856585596509158,0.24387522580886412,
000685.npy,"(256, 256)",float32,0.0,1.0,0.5922055324189514,0.24010154199541672,,"(128, 128)",float32,-0.004933293908834457,1.5365962982177734,0.5924769597353015,0.26031611389287196,
000686.npy,"(256, 256)",float32,0.0,1.0,0.6532026830385895,0.24086988200074053,,"(128, 128)",float32,-0.0032519076485186815,1.7168939113616943,0.6527363254163276,0.26970101928414425,
000687.npy,"(256, 256)",float32,0.0,1.0,0.5629590963305802,0.20335877755542034,,"(128, 128)",float32,0.008711653761565685,1.660156011581421,0.5635458156328355,0.22937400858432155,
000688.npy,"(256, 256)",float32,0.0,1.0,0.4845341230923434,0.2929831472646449,,"(128, 128)",float32,-0.022343790158629417,1.4161927700042725,0.48438300640292853,0.30670922008272955,
000689.npy,"(256, 256)",float32,0.0,1.0,0.44785643433583644,0.2406478612051257,,"(128, 128)",float32,-0.0007390977698378265,1.4348227977752686,0.44858173364246845,0.2521998591260253,
000690.npy,"(256, 256)",float32,0.0,1.0,0.45287881607798397,0.23695610811226275,,"(128, 128)",float32,-0.0019144825637340546,1.4272172451019287,0.452454204511052,0.2536263573553138,
000691.npy,"(256, 256)",float32,0.0,1.0,0.4508448400737066,0.23817967734052073,,"(128, 128)",float32,-0.011379650793969631,1.4146122932434082,0.4508381227265522,0.25202833993348867,
000692.npy,"(256, 256)",float32,0.0,1.0,0.5533646642391687,0.31665613380045743,,"(128, 128)",float32,-0.006521617062389851,1.464457631111145,0.552899113509957,0.33174289621306746,
000693.npy,"(256, 256)",float32,0.0,1.0,0.16033838418364255,0.1335396236727807,,"(128, 128)",float32,0.00476352171972394,1.037326693534851,0.16043076873708628,0.13674336025042458,
000694.npy,"(256, 256)",float32,0.0,1.0,0.24430923215964384,0.20060738471081777,,"(128, 128)",float32,0.002746053971350193,1.3286221027374268,0.2440263036658621,0.20582158641898401,
000695.npy,"(256, 256)",float32,0.0,1.0,0.18149696455745,0.16029245134718484,,"(128, 128)",float32,-0.011192375794053078,1.0710595846176147,0.18239378062962253,0.16604351181721463,
000696.npy,"(256, 256)",float32,0.0,1.0,0.5650295111151706,0.16730859321658345,,"(128, 128)",float32,-0.00043216845369897783,1.4389424324035645,0.5650458426560281,0.19897704598019939,
000697.npy,"(256, 256)",float32,0.0,1.0,0.8309015483819024,0.15827239199111126,,"(128, 128)",float32,-0.004780126269906759,1.6775981187820435,0.8321523617857878,0.22706573239040484,
000698.npy,"(256, 256)",float32,0.0,1.0,0.8265350780569576,0.16301665671197932,,"(128, 128)",float32,-0.0018552611581981182,1.6735750436782837,0.8245837483814675,0.21669838396763244,
000699.npy,"(256, 256)",float32,0.0,1.0,0.8499272350220224,0.15654550582217786,,"(128, 128)",float32,-0.009866059757769108,1.6949869394302368,0.8515826089602889,0.21507621595609347,
000700.npy,"(256, 256)",float32,0.0,1.0,0.31256643801954453,0.31801495798782825,,"(128, 128)",float32,0.004981262143701315,1.5757492780685425,0.31408400579002205,0.3268944188110792,
000701.npy,"(256, 256)",float32,0.0,1.0,0.18769572284726088,0.08993267206669252,,"(128, 128)",float32,0.0005234573618508875,1.2104260921478271,0.18738920698688233,0.09601665613125193,
000702.npy,"(256, 256)",float32,0.0,1.0,0.19325816909882576,0.08926417994661694,,"(128, 128)",float32,-0.004800668451935053,0.9841065406799316,0.1930152251510151,0.09260369330922823,
000703.npy,"(256, 256)",float32,0.0,1.0,0.18856999856642176,0.0902720647111245,,"(128, 128)",float32,0.0008745012455619872,1.0507575273513794,0.18864641580856656,0.09774698507220572,
000704.npy,"(256, 256)",float32,0.0,1.0,0.405736151808167,0.29755718718552665,,"(128, 128)",float32,-0.011550084687769413,1.552489161491394,0.4050336732018014,0.31198446363255594,
000705.npy,"(256, 256)",float32,0.0,1.0,0.4138893067509102,0.13468492888222872,,"(128, 128)",float32,0.012276522815227509,1.23219633102417,0.41380886494175684,0.14456535795787448,
000706.npy,"(256, 256)",float32,0.0,1.0,0.41580542771137985,0.1350809537831513,,"(128, 128)",float32,0.00894908793270588,1.1801351308822632,0.41478540717474743,0.1417386462672038,
000707.npy,"(256, 256)",float32,0.0,1.0,0.36743679694864184,0.1246209006124381,,"(128, 128)",float32,0.003310060827061534,1.2991176843643188,0.3674339649025882,0.14033434615050597,
000708.npy,"(256, 256)",float32,0.0,1.0,0.3201993560572589,0.2361786069646203,,"(128, 128)",float32,5.5290587624767795e-05,1.382582664489746,0.3196217883578216,0.2439841454062131,
000709.npy,"(256, 256)",float32,0.0,1.0,0.08286604079328103,0.11320940286698154,,"(128, 128)",float32,-0.017760297283530235,1.0988836288452148,0.082664162181632,0.114558095742823,
000710.npy,"(256, 256)",float32,0.0,1.0,0.0903661706808842,0.1229309793184941,,"(128, 128)",float32,-0.029966946691274643,1.1819736957550049,0.09010938600242212,0.12509498333768135,
000711.npy,"(256, 256)",float32,0.0,1.0,0.09073274504302584,0.12345543975598924,,"(128, 128)",float32,-0.027248281985521317,1.1382055282592773,0.09068675319324096,0.12595775638085216,
000712.npy,"(256, 256)",float32,0.0,1.0,0.31399480658664913,0.27454145705815863,,"(128, 128)",float32,-0.011035958305001259,1.4077366590499878,0.3151341796896334,0.282958130791688,
000713.npy,"(256, 256)",float32,0.0,1.0,0.2580337577025451,0.2360554857851004,,"(128, 128)",float32,-0.006212451960891485,1.2994794845581055,0.257881840099458,0.24105070385118635,
000714.npy,"(256, 256)",float32,0.0,1.0,0.2899436963985509,0.2522504410567525,,"(128, 128)",float32,0.003417286090552807,1.346469759941101,0.2905878582428443,0.25946964786013277,
000715.npy,"(256, 256)",float32,0.0,1.0,0.2806528857040309,0.24765109555680304,,"(128, 128)",float32,-0.0016533664893358946,1.465407371520996,0.2815717721943969,0.25517457695200757,
000716.npy,"(256, 256)",float32,0.0,1.0,0.2827431774023985,0.20713893413670456,,"(128, 128)",float32,-0.015662632882595062,1.4526156187057495,0.28300701042371657,0.21661396014524478,
000717.npy,"(256, 256)",float32,0.0,1.0,0.408651759193674,0.2213300770406634,,"(128, 128)",float32,-0.037320028990507126,1.274643063545227,0.4084579889770339,0.23076694103527712,
000718.npy,"(256, 256)",float32,0.0,1.0,0.39990807330829625,0.21869821506515677,,"(128, 128)",float32,-0.015398080460727215,1.3736793994903564,0.40021105780515853,0.23169928437032422,
000719.npy,"(256, 256)",float32,0.0,1.0,0.40888434869778223,0.21916944116057474,,"(128, 128)",float32,-0.028836704790592194,1.3428720235824585,0.40975578611806895,0.2292416220378855,
000720.npy,"(256, 256)",float32,0.0,1.0,0.29883866576146545,0.16151977354599287,,"(128, 128)",float32,-0.0019945441745221615,1.2939578294754028,0.29934271239326904,0.16772755213869572,
